	airport_id	airport_name	year	month	origin_domestic	origin_international	origin_total	destination_domestic	destination_international	destination_total	destination_total	report_dt
8676	KORD	CHICAGO OHARE INTL ARPT	2005	4	19,719	648	20,367	19,723	645	20,368	20,368	2023-09-14
8677	KORD	CHICAGO OHARE INTL ARPT	2005	5	21,570	698	22,268	21,579	694	22,273	22,273	2023-09-14
8678	KORD	CHICAGO OHARE INTL ARPT	2005	6	22,204	689	22,893	22,217	685	22,902	22,902	2023-09-14
8679	KORD	CHICAGO OHARE INTL ARPT	2005	7	23,349	661	24,010	23,377	655	24,032	24,032	2023-09-14
8680	KORD	CHICAGO OHARE INTL ARPT	2005	8	23,350	638	23,988	23,318	639	23,957	23,957	2023-09-14
8681	KORD	CHICAGO OHARE INTL ARPT	2005	9	21,250	522	21,772	21,190	496	21,686	21,686	2023-09-14
8682	KORD	CHICAGO OHARE INTL ARPT	2005	10	21,136	574	21,710	21,141	549	21,690	21,690	2023-09-14
8683	KORD	CHICAGO OHARE INTL ARPT	2005	11	19,832	530	20,362	19,814	521	20,335	20,335	2023-09-14
8684	KORD	CHICAGO OHARE INTL ARPT	2005	12	21,103	672	21,775	21,099	662	21,761	21,761	2023-09-14
8685	KORD	CHICAGO OHARE INTL ARPT	2005	TOTAL	254,099	7,521	261,620	254,021	7,439	261,460	261,460	2023-09-14
8686	KORD	CHICAGO OHARE INTL ARPT	2006	1	21,711	738	22,449	21,655	737	22,392	22,392	2023-09-14
8687	KORD	CHICAGO OHARE INTL ARPT	2006	2	20,027	673	20,700	20,016	669	20,685	20,685	2023-09-14
8688	KORD	CHICAGO OHARE INTL ARPT	2006	3	22,762	809	23,571	22,727	809	23,536	23,536	2023-09-14
8689	KORD	CHICAGO OHARE INTL ARPT	2006	4	21,479	760	22,239	21,489	757	22,246	22,246	2023-09-14
8690	KORD	CHICAGO OHARE INTL ARPT	2006	5	23,367	749	24,116	23,362	750	24,112	24,112	2023-09-14
8691	KORD	CHICAGO OHARE INTL ARPT	2006	6	23,546	818	24,364	23,512	833	24,345	24,345	2023-09-14
8692	KORD	CHICAGO OHARE INTL ARPT	2006	7	24,605	845	25,450	24,559	879	25,438	25,438	2023-09-14
8693	KORD	CHICAGO OHARE INTL ARPT	2006	8	25,167	790	25,957	25,123	819	25,942	25,942	2023-09-14
8694	KORD	CHICAGO OHARE INTL ARPT	2006	9	22,798	766	23,564	22,754	769	23,523	23,523	2023-09-14
8695	KORD	CHICAGO OHARE INTL ARPT	2006	10	23,229	796	24,025	23,234	765	23,999	23,999	2023-09-14
8696	KORD	CHICAGO OHARE INTL ARPT	2006	11	21,759	814	22,573	21,763	816	22,579	22,579	2023-09-14
8697	KORD	CHICAGO OHARE INTL ARPT	2006	12	20,658	891	21,549	20,666	887	21,553	21,553	2023-09-14
8698	KORD	CHICAGO OHARE INTL ARPT	2006	TOTAL	271,108	9,449	280,557	270,860	9,490	280,350	280,350	2023-09-14
8699	KORD	CHICAGO OHARE INTL ARPT	2007	1	22,979	958	23,937	22,949	960	23,909	23,909	2023-09-14
8700	KORD	CHICAGO OHARE INTL ARPT	2007	2	20,746	876	21,622	20,727	860	21,587	21,587	2023-09-14
8701	KORD	CHICAGO OHARE INTL ARPT	2007	3	24,144	1,046	25,190	24,168	1,047	25,215	25,215	2023-09-14
8702	KORD	CHICAGO OHARE INTL ARPT	2007	4	22,761	988	23,749	22,779	989	23,768	23,768	2023-09-14
8703	KORD	CHICAGO OHARE INTL ARPT	2007	5	23,680	1,036	24,716	23,678	1,029	24,707	24,707	2023-09-14
8704	KORD	CHICAGO OHARE INTL ARPT	2007	6	23,613	1,020	24,633	23,592	1,042	24,634	24,634	2023-09-14
8705	KORD	CHICAGO OHARE INTL ARPT	2007	7	25,104	964	26,068	25,066	991	26,057	26,057	2023-09-14
8706	KORD	CHICAGO OHARE INTL ARPT	2007	8	25,134	958	26,092	25,078	983	26,061	26,061	2023-09-14
8707	KORD	CHICAGO OHARE INTL ARPT	2007	9	22,946	857	23,803	22,908	889	23,797	23,797	2023-09-14
8708	KORD	CHICAGO OHARE INTL ARPT	2007	10	23,778	941	24,719	23,737	963	24,700	24,700	2023-09-14
8709	KORD	CHICAGO OHARE INTL ARPT	2007	11	22,659	964	23,623	22,643	964	23,607	23,607	2023-09-14
8710	KORD	CHICAGO OHARE INTL ARPT	2007	12	23,021	1,106	24,127	22,979	1,104	24,083	24,083	2023-09-14
8711	KORD	CHICAGO OHARE INTL ARPT	2007	TOTAL	280,565	11,714	292,279	280,304	11,821	292,125	292,125	2023-09-14
8712	KORD	CHICAGO OHARE INTL ARPT	2008	1	23,175	992	24,167	23,094	990	24,084	24,084	2023-09-14
8713	KORD	CHICAGO OHARE INTL ARPT	2008	2	22,372	894	23,266	22,316	889	23,205	23,205	2023-09-14
8714	KORD	CHICAGO OHARE INTL ARPT	2008	3	23,883	1,014	24,897	23,863	1,008	24,871	24,871	2023-09-14
8715	KORD	CHICAGO OHARE INTL ARPT	2008	4	23,501	978	24,479	23,477	973	24,450	24,450	2023-09-14
8716	KORD	CHICAGO OHARE INTL ARPT	2008	5	24,730	975	25,705	24,688	973	25,661	25,661	2023-09-14
8717	KORD	CHICAGO OHARE INTL ARPT	2008	6	25,004	978	25,982	24,972	1,002	25,974	25,974	2023-09-14
8718	KORD	CHICAGO OHARE INTL ARPT	2008	7	25,866	932	26,798	25,799	948	26,747	26,747	2023-09-14
8719	KORD	CHICAGO OHARE INTL ARPT	2008	8	25,444	936	26,380	25,372	955	26,327	26,327	2023-09-14
8720	KORD	CHICAGO OHARE INTL ARPT	2008	9	22,436	881	23,317	22,403	877	23,280	23,280	2023-09-14
8721	KORD	CHICAGO OHARE INTL ARPT	2008	10	23,032	866	23,898	23,006	866	23,872	23,872	2023-09-14
8722	KORD	CHICAGO OHARE INTL ARPT	2008	11	21,712	860	22,572	21,661	857	22,518	22,518	2023-09-14
8723	KORD	CHICAGO OHARE INTL ARPT	2008	12	22,965	986	23,951	22,904	980	23,884	23,884	2023-09-14
8724	KORD	CHICAGO OHARE INTL ARPT	2008	TOTAL	284,120	11,292	295,412	283,555	11,318	294,873	294,873	2023-09-14
8725	KORD	CHICAGO OHARE INTL ARPT	2009	1	22,812	1,008	23,820	22,742	1,005	23,747	23,747	2023-09-14
8726	KORD	CHICAGO OHARE INTL ARPT	2009	2	21,165	951	22,116	21,128	947	22,075	22,075	2023-09-14
8727	KORD	CHICAGO OHARE INTL ARPT	2009	3	23,905	1,058	24,963	23,847	1,048	24,895	24,895	2023-09-14
8728	KORD	CHICAGO OHARE INTL ARPT	2009	4	22,293	1,017	23,310	22,255	1,018	23,273	23,273	2023-09-14
8729	KORD	CHICAGO OHARE INTL ARPT	2009	5	23,269	863	24,132	23,227	865	24,092	24,092	2023-09-14
8730	KORD	CHICAGO OHARE INTL ARPT	2009	6	24,609	898	25,507	24,582	885	25,467	25,467	2023-09-14
8731	KORD	CHICAGO OHARE INTL ARPT	2009	7	25,542	1,025	26,567	25,492	1,017	26,509	26,509	2023-09-14
8732	KORD	CHICAGO OHARE INTL ARPT	2009	8	25,328	1,023	26,351	25,303	1,020	26,323	26,323	2023-09-14
8733	KORD	CHICAGO OHARE INTL ARPT	2009	9	22,643	871	23,514	22,599	857	23,456	23,456	2023-09-14
8734	KORD	CHICAGO OHARE INTL ARPT	2009	10	22,816	895	23,711	22,757	888	23,645	23,645	2023-09-14
8735	KORD	CHICAGO OHARE INTL ARPT	2009	11	22,021	864	22,885	21,986	863	22,849	22,849	2023-09-14
8736	KORD	CHICAGO OHARE INTL ARPT	2009	12	23,339	995	24,334	23,288	992	24,280	24,280	2023-09-14
8737	KORD	CHICAGO OHARE INTL ARPT	2009	TOTAL	279,742	11,468	291,210	279,206	11,405	290,611	290,611	2023-09-14
8738	KORD	CHICAGO OHARE INTL ARPT	2010	1	23,220	1,023	24,243	23,195	1,022	24,217	24,217	2023-09-14
8739	KORD	CHICAGO OHARE INTL ARPT	2010	2	21,482	1,005	22,487	21,429	1,007	22,436	22,436	2023-09-14
8740	KORD	CHICAGO OHARE INTL ARPT	2010	3	24,296	1,170	25,466	24,261	1,167	25,428	25,428	2023-09-14
8741	KORD	CHICAGO OHARE INTL ARPT	2010	4	23,248	1,096	24,344	23,269	1,085	24,354	24,354	2023-09-14
8742	KORD	CHICAGO OHARE INTL ARPT	2010	5	24,086	1,031	25,117	24,040	1,026	25,066	25,066	2023-09-14
8743	KORD	CHICAGO OHARE INTL ARPT	2010	6	24,963	980	25,943	24,925	970	25,895	25,895	2023-09-14
8744	KORD	CHICAGO OHARE INTL ARPT	2010	7	26,184	1,009	27,193	26,158	995	27,153	27,153	2023-09-14
8745	KORD	CHICAGO OHARE INTL ARPT	2010	8	26,281	973	27,254	26,234	965	27,199	27,199	2023-09-14
8746	KORD	CHICAGO OHARE INTL ARPT	2010	9	24,380	863	25,243	24,334	855	25,189	25,189	2023-09-14
8747	KORD	CHICAGO OHARE INTL ARPT	2010	10	24,773	908	25,681	24,731	901	25,632	25,632	2023-09-14
8748	KORD	CHICAGO OHARE INTL ARPT	2010	11	23,227	798	24,025	23,185	796	23,981	23,981	2023-09-14
8749	KORD	CHICAGO OHARE INTL ARPT	2010	12	24,271	950	25,221	24,235	944	25,179	25,179	2023-09-14
8750	KORD	CHICAGO OHARE INTL ARPT	2010	TOTAL	290,411	11,806	302,217	289,996	11,733	301,729	301,729	2023-09-14
8751	KORD	CHICAGO OHARE INTL ARPT	2011	1	23,118	1,007	24,125	23,116	997	24,113	24,113	2023-09-14
8752	KORD	CHICAGO OHARE INTL ARPT	2011	2	21,641	932	22,573	21,585	927	22,512	22,512	2023-09-14
8753	KORD	CHICAGO OHARE INTL ARPT	2011	3	25,319	1,065	26,384	25,292	1,061	26,353	26,353	2023-09-14
8754	KORD	CHICAGO OHARE INTL ARPT	2011	4	23,699	1,035	24,734	23,664	1,026	24,690	24,690	2023-09-14
8755	KORD	CHICAGO OHARE INTL ARPT	2011	5	24,677	931	25,608	24,623	928	25,551	25,551	2023-09-14
8756	KORD	CHICAGO OHARE INTL ARPT	2011	6	25,834	880	26,714	25,832	874	26,706	26,706	2023-09-14
8757	KORD	CHICAGO OHARE INTL ARPT	2011	7	26,345	892	27,237	26,351	880	27,231	27,231	2023-09-14
8758	KORD	CHICAGO OHARE INTL ARPT	2011	8	26,850	893	27,743	26,823	892	27,715	27,715	2023-09-14
8759	KORD	CHICAGO OHARE INTL ARPT	2011	9	23,744	793	24,537	23,730	792	24,522	24,522	2023-09-14
8760	KORD	CHICAGO OHARE INTL ARPT	2011	10	23,628	819	24,447	23,597	817	24,414	24,414	2023-09-14
8761	KORD	CHICAGO OHARE INTL ARPT	2011	11	22,191	769	22,960	22,179	768	22,947	22,947	2023-09-14
8762	KORD	CHICAGO OHARE INTL ARPT	2011	12	23,606	875	24,481	23,584	872	24,456	24,456	2023-09-14
8763	KORD	CHICAGO OHARE INTL ARPT	2011	TOTAL	290,652	10,891	301,543	290,376	10,834	301,210	301,210	2023-09-14
8764	KORD	CHICAGO OHARE INTL ARPT	2012	1	22,701	895	23,596	22,678	894	23,572	23,572	2023-09-14
8765	KORD	CHICAGO OHARE INTL ARPT	2012	2	21,323	862	22,185	21,309	856	22,165	22,165	2023-09-14
8766	KORD	CHICAGO OHARE INTL ARPT	2012	3	24,178	989	25,167	24,180	982	25,162	25,162	2023-09-14
8767	KORD	CHICAGO OHARE INTL ARPT	2012	4	22,541	919	23,460	22,532	920	23,452	23,452	2023-09-14
8768	KORD	CHICAGO OHARE INTL ARPT	2012	5	23,623	904	24,527	23,578	902	24,480	24,480	2023-09-14
8769	KORD	CHICAGO OHARE INTL ARPT	2012	6	24,841	865	25,706	24,818	859	25,677	25,677	2023-09-14
8770	KORD	CHICAGO OHARE INTL ARPT	2012	7	26,174	886	27,060	26,147	884	27,031	27,031	2023-09-14
8771	KORD	CHICAGO OHARE INTL ARPT	2012	8	26,031	858	26,889	25,995	857	26,852	26,852	2023-09-14
8772	KORD	CHICAGO OHARE INTL ARPT	2012	9	23,201	772	23,973	23,172	763	23,935	23,935	2023-09-14
8773	KORD	CHICAGO OHARE INTL ARPT	2012	10	23,710	782	24,492	23,695	773	24,468	24,468	2023-09-14
8774	KORD	CHICAGO OHARE INTL ARPT	2012	11	22,338	751	23,089	22,335	753	23,088	23,088	2023-09-14
8775	KORD	CHICAGO OHARE INTL ARPT	2012	12	23,202	919	24,121	23,187	929	24,116	24,116	2023-09-14
8776	KORD	CHICAGO OHARE INTL ARPT	2012	TOTAL	283,863	10,402	294,265	283,626	10,372	293,998	293,998	2023-09-14
8777	KORD	CHICAGO OHARE INTL ARPT	2013	1	21,840	930	22,770	21,792	937	22,729	22,729	2023-09-14
8778	KORD	CHICAGO OHARE INTL ARPT	2013	2	19,607	843	20,450	19,588	841	20,429	20,429	2023-09-14
8779	KORD	CHICAGO OHARE INTL ARPT	2013	3	22,737	1,018	23,755	22,729	1,023	23,752	23,752	2023-09-14
8780	KORD	CHICAGO OHARE INTL ARPT	2013	4	21,543	924	22,467	21,522	928	22,450	22,450	2023-09-14
8781	KORD	CHICAGO OHARE INTL ARPT	2013	5	22,790	908	23,698	22,775	899	23,674	23,674	2023-09-14
8782	KORD	CHICAGO OHARE INTL ARPT	2013	6	23,085	947	24,032	23,044	945	23,989	23,989	2023-09-14
8783	KORD	CHICAGO OHARE INTL ARPT	2013	7	24,345	1,015	25,360	24,310	1,007	25,317	25,317	2023-09-14
8784	KORD	CHICAGO OHARE INTL ARPT	2013	8	23,782	956	24,738	23,778	958	24,736	24,736	2023-09-14
8785	KORD	CHICAGO OHARE INTL ARPT	2013	9	22,359	858	23,217	22,339	843	23,182	23,182	2023-09-14
8786	KORD	CHICAGO OHARE INTL ARPT	2013	10	22,735	864	23,599	22,722	864	23,586	23,586	2023-09-14
8787	KORD	CHICAGO OHARE INTL ARPT	2013	11	20,923	841	21,764	20,905	834	21,739	21,739	2023-09-14
8788	KORD	CHICAGO OHARE INTL ARPT	2013	12	21,903	993	22,896	21,933	985	22,918	22,918	2023-09-14
8789	KORD	CHICAGO OHARE INTL ARPT	2013	TOTAL	267,649	11,097	278,746	267,437	11,064	278,501	278,501	2023-09-14
8790	KORD	CHICAGO OHARE INTL ARPT	2014	1	20,082	1,048	21,130	20,039	1,052	21,091	21,091	2023-09-14
8791	KORD	CHICAGO OHARE INTL ARPT	2014	2	18,545	987	19,532	18,522	982	19,504	19,504	2023-09-14
8792	KORD	CHICAGO OHARE INTL ARPT	2014	3	21,712	1,168	22,880	21,608	1,165	22,773	22,773	2023-09-14
8793	KORD	CHICAGO OHARE INTL ARPT	2014	4	20,125	1,037	21,162	20,036	1,034	21,070	21,070	2023-09-14
8794	KORD	CHICAGO OHARE INTL ARPT	2014	5	21,776	1,016	22,792	21,660	1,010	22,670	22,670	2023-09-14
8795	KORD	CHICAGO OHARE INTL ARPT	2014	6	22,632	999	23,631	22,566	983	23,549	23,549	2023-09-14
8796	KORD	CHICAGO OHARE INTL ARPT	2014	7	23,919	979	24,898	23,914	971	24,885	24,885	2023-09-14
8797	KORD	CHICAGO OHARE INTL ARPT	2014	8	23,399	931	24,330	23,424	889	24,313	24,313	2023-09-14
8798	KORD	CHICAGO OHARE INTL ARPT	2014	9	22,103	834	22,937	22,095	832	22,927	22,927	2023-09-14
8799	KORD	CHICAGO OHARE INTL ARPT	2014	10	22,557	861	23,418	22,559	860	23,419	23,419	2023-09-14
8800	KORD	CHICAGO OHARE INTL ARPT	2014	11	20,008	853	20,861	20,055	846	20,901	20,901	2023-09-14
8801	KORD	CHICAGO OHARE INTL ARPT	2014	12	20,945	989	21,934	20,932	989	21,921	21,921	2023-09-14
8802	KORD	CHICAGO OHARE INTL ARPT	2014	TOTAL	257,803	11,702	269,505	257,410	11,613	269,023	269,023	2023-09-14
8803	KORD	CHICAGO OHARE INTL ARPT	2015	1	19,441	984	20,425	19,448	977	20,425	20,425	2023-09-14
8804	KORD	CHICAGO OHARE INTL ARPT	2015	2	17,609	905	18,514	17,633	898	18,531	18,531	2023-09-14
8805	KORD	CHICAGO OHARE INTL ARPT	2015	3	21,473	933	22,406	21,469	931	22,400	22,400	2023-09-14
8806	KORD	CHICAGO OHARE INTL ARPT	2015	4	20,070	840	20,910	20,071	837	20,908	20,908	2023-09-14
8807	KORD	CHICAGO OHARE INTL ARPT	2015	5	20,731	792	21,523	20,711	795	21,506	21,506	2023-09-14
8808	KORD	CHICAGO OHARE INTL ARPT	2015	6	21,261	763	22,024	21,269	758	22,027	22,027	2023-09-14
8809	KORD	CHICAGO OHARE INTL ARPT	2015	7	22,157	779	22,936	22,158	771	22,929	22,929	2023-09-14
8810	KORD	CHICAGO OHARE INTL ARPT	2015	8	22,102	758	22,860	22,105	756	22,861	22,861	2023-09-14
8811	KORD	CHICAGO OHARE INTL ARPT	2015	9	20,453	649	21,102	20,443	647	21,090	21,090	2023-09-14
8812	KORD	CHICAGO OHARE INTL ARPT	2015	10	21,385	711	22,096	21,384	709	22,093	22,093	2023-09-14
8813	KORD	CHICAGO OHARE INTL ARPT	2015	11	19,998	781	20,779	19,987	769	20,756	20,756	2023-09-14
8814	KORD	CHICAGO OHARE INTL ARPT	2015	12	20,698	802	21,500	20,720	803	21,523	21,523	2023-09-14
8815	KORD	CHICAGO OHARE INTL ARPT	2015	TOTAL	247,378	9,697	257,075	247,398	9,651	257,049	257,049	2023-09-14
8816	KORD	CHICAGO OHARE INTL ARPT	2016	1	20,270	887	21,157	20,244	884	21,128	21,128	2023-09-14
8817	KORD	CHICAGO OHARE INTL ARPT	2016	2	18,951	795	19,746	18,936	788	19,724	19,724	2023-09-14
8818	KORD	CHICAGO OHARE INTL ARPT	2016	3	21,224	884	22,108	21,260	879	22,139	22,139	2023-09-14
8819	KORD	CHICAGO OHARE INTL ARPT	2016	4	20,053	729	20,782	20,055	724	20,779	20,779	2023-09-14
8820	KORD	CHICAGO OHARE INTL ARPT	2016	5	21,602	777	22,379	21,578	786	22,364	22,364	2023-09-14
8821	KORD	CHICAGO OHARE INTL ARPT	2016	6	22,139	821	22,960	22,119	816	22,935	22,935	2023-09-14
8822	KORD	CHICAGO OHARE INTL ARPT	2016	7	23,694	900	24,594	23,689	835	24,524	24,524	2023-09-14
8823	KORD	CHICAGO OHARE INTL ARPT	2016	8	23,838	766	24,604	23,832	793	24,625	24,625	2023-09-14
8824	KORD	CHICAGO OHARE INTL ARPT	2016	9	22,313	696	23,009	22,316	693	23,009	23,009	2023-09-14
8825	KORD	CHICAGO OHARE INTL ARPT	2016	10	22,800	728	23,528	22,740	732	23,472	23,472	2023-09-14
8826	KORD	CHICAGO OHARE INTL ARPT	2016	11	20,810	729	21,539	20,813	725	21,538	21,538	2023-09-14
8827	KORD	CHICAGO OHARE INTL ARPT	2016	12	21,413	858	22,271	21,403	860	22,263	22,263	2023-09-14
8828	KORD	CHICAGO OHARE INTL ARPT	2016	TOTAL	259,107	9,570	268,677	258,985	9,515	268,500	268,500	2023-09-14
8829	KORD	CHICAGO OHARE INTL ARPT	2017	1	20,666	842	21,508	20,638	841	21,479	21,479	2023-09-14
8830	KORD	CHICAGO OHARE INTL ARPT	2017	2	18,965	768	19,733	18,951	765	19,716	19,716	2023-09-14
8831	KORD	CHICAGO OHARE INTL ARPT	2017	3	22,553	935	23,488	22,546	930	23,476	23,476	2023-09-14
8832	KORD	CHICAGO OHARE INTL ARPT	2017	4	21,106	851	21,957	21,106	850	21,956	21,956	2023-09-14
8833	KORD	CHICAGO OHARE INTL ARPT	2017	5	22,556	877	23,433	22,525	885	23,410	23,410	2023-09-14
8834	KORD	CHICAGO OHARE INTL ARPT	2017	6	23,229	956	24,185	23,213	956	24,169	24,169	2023-09-14
8835	KORD	CHICAGO OHARE INTL ARPT	2017	7	24,158	973	25,131	24,153	970	25,123	25,123	2023-09-14
8836	KORD	CHICAGO OHARE INTL ARPT	2017	8	24,316	929	25,245	24,313	922	25,235	25,235	2023-09-14
8837	KORD	CHICAGO OHARE INTL ARPT	2017	9	21,631	795	22,426	21,639	795	22,434	22,434	2023-09-14
8838	KORD	CHICAGO OHARE INTL ARPT	2017	10	22,109	795	22,904	22,077	795	22,872	22,872	2023-09-14
8839	KORD	CHICAGO OHARE INTL ARPT	2017	11	20,543	897	21,440	20,532	891	21,423	21,423	2023-09-14
8840	KORD	CHICAGO OHARE INTL ARPT	2017	12	21,078	1,045	22,123	21,131	1,038	22,169	22,169	2023-09-14
8841	KORD	CHICAGO OHARE INTL ARPT	2017	TOTAL	262,910	10,663	273,573	262,824	10,638	273,462	273,462	2023-09-14
8842	KORD	CHICAGO OHARE INTL ARPT	2018	1	20,983	1,006	21,989	20,937	1,004	21,941	21,941	2023-09-14
8843	KORD	CHICAGO OHARE INTL ARPT	2018	2	18,857	878	19,735	18,844	866	19,710	19,710	2023-09-14
8844	KORD	CHICAGO OHARE INTL ARPT	2018	3	22,034	1,080	23,114	22,038	1,076	23,114	23,114	2023-09-14
8845	KORD	CHICAGO OHARE INTL ARPT	2018	4	21,759	987	22,746	21,739	987	22,726	22,726	2023-09-14
8846	KORD	CHICAGO OHARE INTL ARPT	2018	5	22,816	991	23,807	22,829	991	23,820	23,820	2023-09-14
8847	KORD	CHICAGO OHARE INTL ARPT	2018	6	24,085	1,129	25,214	24,073	1,128	25,201	25,201	2023-09-14
8848	KORD	CHICAGO OHARE INTL ARPT	2018	7	24,848	1,125	25,973	24,828	1,125	25,953	25,953	2023-09-14
8849	KORD	CHICAGO OHARE INTL ARPT	2018	8	24,878	1,073	25,951	24,862	1,069	25,931	25,931	2023-09-14
8850	KORD	CHICAGO OHARE INTL ARPT	2018	9	22,858	936	23,794	22,847	932	23,779	23,779	2023-09-14
8851	KORD	CHICAGO OHARE INTL ARPT	2018	10	23,912	871	24,783	23,890	875	24,765	24,765	2023-09-14
8852	KORD	CHICAGO OHARE INTL ARPT	2018	11	22,035	899	22,934	22,004	896	22,900	22,900	2023-09-14
8853	KORD	CHICAGO OHARE INTL ARPT	2018	12	22,320	1,010	23,330	22,336	1,015	23,351	23,351	2023-09-14
8854	KORD	CHICAGO OHARE INTL ARPT	2018	TOTAL	271,385	11,985	283,370	271,227	11,964	283,191	283,191	2023-09-14
8855	KORD	CHICAGO OHARE INTL ARPT	2019	1	21,874	1,036	22,910	21,817	1,030	22,847	22,847	2023-09-14
8856	KORD	CHICAGO OHARE INTL ARPT	2019	2	19,752	884	20,636	19,720	886	20,606	20,606	2023-09-14
8857	KORD	CHICAGO OHARE INTL ARPT	2019	3	22,594	1,036	23,630	22,560	1,031	23,591	23,591	2023-09-14
8858	KORD	CHICAGO OHARE INTL ARPT	2019	4	22,472	1,042	23,514	22,449	1,042	23,491	23,491	2023-09-14
8859	KORD	CHICAGO OHARE INTL ARPT	2019	5	24,453	1,054	25,507	24,461	1,042	25,503	25,503	2023-09-14
8860	KORD	CHICAGO OHARE INTL ARPT	2019	6	25,441	1,114	26,555	25,438	1,095	26,533	26,533	2023-09-14
8861	KORD	CHICAGO OHARE INTL ARPT	2019	7	27,019	1,161	28,180	27,005	1,157	28,162	28,162	2023-09-14
8862	KORD	CHICAGO OHARE INTL ARPT	2019	8	26,725	1,088	27,813	26,708	1,084	27,792	27,792	2023-09-14
8863	KORD	CHICAGO OHARE INTL ARPT	2019	9	25,280	859	26,139	25,265	857	26,122	26,122	2023-09-14
8864	KORD	CHICAGO OHARE INTL ARPT	2019	10	25,645	910	26,555	25,624	912	26,536	26,536	2023-09-14
8865	KORD	CHICAGO OHARE INTL ARPT	2019	11	23,043	915	23,958	23,057	913	23,970	23,970	2023-09-14
8866	KORD	CHICAGO OHARE INTL ARPT	2019	12	24,321	1,048	25,369	24,296	1,038	25,334	25,334	2023-09-14
8867	KORD	CHICAGO OHARE INTL ARPT	2019	TOTAL	288,619	12,147	300,766	288,400	12,087	300,487	300,487	2023-09-14
8868	KORD	CHICAGO OHARE INTL ARPT	2020	1	23,249	1,061	24,310	23,186	1,060	24,246	24,246	2023-09-14
8869	KORD	CHICAGO OHARE INTL ARPT	2020	2	21,779	1,011	22,790	21,773	1,011	22,784	22,784	2023-09-14
8870	KORD	CHICAGO OHARE INTL ARPT	2020	3	20,557	836	21,393	20,603	832	21,435	21,435	2023-09-14
8871	KORD	CHICAGO OHARE INTL ARPT	2020	4	8,243	1	8,244	8,252	1	8,253	8,253	2023-09-14
8872	KORD	CHICAGO OHARE INTL ARPT	2020	5	8,703	 	8,703	8,715	 	8,715	8,715	2023-09-14
8873	KORD	CHICAGO OHARE INTL ARPT	2020	6	11,171	5	11,176	11,175	5	11,180	11,180	2023-09-14
8874	KORD	CHICAGO OHARE INTL ARPT	2020	7	15,824	115	15,939	15,804	118	15,922	15,922	2023-09-14
8875	KORD	CHICAGO OHARE INTL ARPT	2020	8	18,670	170	18,840	18,643	167	18,810	18,810	2023-09-14
8876	KORD	CHICAGO OHARE INTL ARPT	2020	9	16,362	171	16,533	16,375	172	16,547	16,547	2023-09-14
8877	KORD	CHICAGO OHARE INTL ARPT	2020	10	18,352	223	18,575	18,321	222	18,543	18,543	2023-09-14
8878	KORD	CHICAGO OHARE INTL ARPT	2020	11	18,306	379	18,685	18,310	374	18,684	18,684	2023-09-14
8879	KORD	CHICAGO OHARE INTL ARPT	2020	12	18,426	464	18,890	18,424	467	18,891	18,891	2023-09-14
8880	KORD	CHICAGO OHARE INTL ARPT	2020	TOTAL	199,642	4,436	204,078	199,581	4,429	204,010	204,010	2023-09-14
8881	KORD	CHICAGO OHARE INTL ARPT	2021	1	17,479	507	17,986	17,470	503	17,973	17,973	2023-09-14
8882	KORD	CHICAGO OHARE INTL ARPT	2021	2	15,648	389	16,037	15,624	392	16,016	16,016	2023-09-14
8883	KORD	CHICAGO OHARE INTL ARPT	2021	3	19,332	484	19,816	19,341	482	19,823	19,823	2023-09-14
8884	KORD	CHICAGO OHARE INTL ARPT	2021	4	20,513	527	21,040	20,509	524	21,033	21,033	2023-09-14
8885	KORD	CHICAGO OHARE INTL ARPT	2021	5	22,244	602	22,846	22,239	598	22,837	22,837	2023-09-14
8886	KORD	CHICAGO OHARE INTL ARPT	2021	6	24,502	698	25,200	24,454	685	25,139	25,139	2023-09-14
8887	KORD	CHICAGO OHARE INTL ARPT	2021	7	26,340	806	27,146	26,320	803	27,123	27,123	2023-09-14
8888	KORD	CHICAGO OHARE INTL ARPT	2021	8	26,629	828	27,457	26,612	824	27,436	27,436	2023-09-14
8889	KORD	CHICAGO OHARE INTL ARPT	2021	9	25,221	695	25,916	25,211	696	25,907	25,907	2023-09-14
8890	KORD	CHICAGO OHARE INTL ARPT	2021	10	24,184	747	24,931	24,156	743	24,899	24,899	2023-09-14
8891	KORD	CHICAGO OHARE INTL ARPT	2021	11	22,979	837	23,816	22,974	836	23,810	23,810	2023-09-14
8892	KORD	CHICAGO OHARE INTL ARPT	2021	12	22,570	933	23,503	22,569	932	23,501	23,501	2023-09-14
8893	KORD	CHICAGO OHARE INTL ARPT	2021	TOTAL	267,641	8,053	275,694	267,479	8,018	275,497	275,497	2023-09-14
8894	KORD	CHICAGO OHARE INTL ARPT	2022	1	20,508	926	21,434	20,476	920	21,396	21,396	2023-09-14
8895	KORD	CHICAGO OHARE INTL ARPT	2022	2	19,899	806	20,705	19,881	807	20,688	20,688	2023-09-14
8896	KORD	CHICAGO OHARE INTL ARPT	2022	3	22,384	967	23,351	22,367	960	23,327	23,327	2023-09-14
8897	KORD	CHICAGO OHARE INTL ARPT	2022	4	21,708	960	22,668	21,714	949	22,663	22,663	2023-09-14
8898	KORD	CHICAGO OHARE INTL ARPT	2022	5	23,210	937	24,147	23,224	933	24,157	24,157	2023-09-14
